comment,author,num_likes,rate
베드신이 가장 인상적이라니 ㅎㅎㅎ 1. 일본 귀족이 아니라 제주도출신 천민임 2. 숙희가 히데코를 만나기 전부터 동성애자라는 근거 없음 3. 오히려 히데코가 동성애자임 그래서 백작이 유혹에 처음부터 넘어 가지 않음 백작도 히데코가 동성애자라는 걸 알고 유혹을 포기하고 탈출하게 해 준다고 꼬심,Yhrile veharm,9,4.968026161193848
그 속뜻을 이제야 알았네요ㅠ,신상호,6,9.545804977416992
박찬욱감독의 그런 속뜻이 있는 줄 이제 알았네요👍🏻👍🏻👍🏻,Dkdkdkd S,4,4.441519260406494
