comment,author,num_likes,rate
책에 대한 광고가 너무 널부러져 보이네요 임팩트 있는 다른 방법이었으면 책도 리뷰도 더 기억에 남지 않았을까.. 제 생각입니다.,G.S Lee,5,6.3973493576049805
스토리 진행시켜 ㅋㅋㅋㅋㅋ,조승현,11,6.3980255126953125
발음도잘않되는 ㅋㅋ,golden Sawyer,3,7.87303352355957
아리스토텔레스 정면으로 뚫어버리고 키스갈겨서 부라퀴 주기는 영화,해진이,10,5.337228775024414
유 다이 ㅋㅋㅋㅋㅋ아 웃겨 ㅋㅋㅋ,younggun lee,5,5.242799282073975
상영 당시 마지막 아리랑이 흘러나올 때 극장 안의 사람들은 오열을 했고 &#39;그 자막&#39; 이 흘러나올 때 다같이 박수를 쳤다.....진짜로......그때는 코로나가 아니라 국뽕로나에 다들 감염 되었던 듯 하다...,메이거스,16,8.069869995117188
"생각해보면 조선시대의 전설의 선한 이무기와 악한 이무기, 먼저 여의주를 먹는 이무기가 전설의 용이 되어 승천한다, 그 여의주를 품고 있는 소녀, 그 소녀를 사랑하며 소녀와 여의주를 모두 지키고픈 소년. 시간이 지나 현대에 환생한 소년과 소녀가 도심에서 거대 이무기 괴수와 대결하는 이야기.  감독만 잘 만났으면 명작은 아니어도 평작은 될 수 있을 만한 시놉시스이다. 한국의 이무기와 용에 대한 전설. 그것을 자연스럽게 미국인으로 환생하여 헐리우드에서 펼쳐지는 SF 액션. 비슷한 맥락의 스토리로 &#39;전우치&#39; 가 있지. 명작은 아니어도 킬링타임용 평작은 충분히 될 만한 작품이었다.  이걸......이렇게 만든게 명감독인 증거.",메이거스,5,5.807910442352295
아아... 나는 어째서 이 영상이 끝날 때 당연히 아리랑이 나올 거라고 생각했을까?,blake J,77,4.969339370727539
아주 그냥 뼈를 때리네용ㅋㅋㅋ..심형래 이 영상 보면 거품물고 쓰러질듯ㅋㅋ,KON RI,3,3.700796365737915
이든역 배우 잘생겼고 인물도 훤칠한데...이딴 똥작품에 이미지 같이 추락해서 눈물나네 아효ㅠㅠㅠㅠ,강아지귀여운강아지,3,1.2046754360198975
야식타임이구나~,아라달,7,3.1779134273529053
엄복동도 리부트 해줘여,아링세트나,14,6.224053382873535
예전에 극장서 볼때 기대값이 크지 않아서인지 그렇게 나쁘지만은 않았고 대충 이무기가 이렇게 싸워서 평화가 왔다 이정도로는 이해가 가던데...아동영화수준? 디테일하게 짚고 넘어간다면 머 도찐개찐.....  800만이면 볼사람 안볼사람 거의 다 봤다고 볼수있고....그땐 잼있게 까지는 아니지만 머 그럭저럭 봐놓구선 지금 기준으로 쪽팔리고 수준낮고 쓰레기고 머 그렇게 얘기하면서 나는 영화보는 눈이 달라 이렇게 자위하고 싶은게 아닌지... 그리고 감독의 도덕성으로 영화를 평가한다는건 어떻게 보면 전혀 다른 얘기가 아닐까? 홍상수 감독 작품 얘기하면서 불륜이며 조강지처며 얘기하지는 않을텐데... 머 개인사와 임금체불이나 갑질이 다르다고 한다면 기준을 어디다 두느냐의 차이인거고....  예전에는 디워 욕하면 디워빠들이 난리를 쳤는데 지금와서 바뀐건 디워 잼있게 봤다고하면 영화보는 수준이 낮다고 욕들을까봐 아닥하고 침묵하는정도? 머 그런 느낌... 그냥 그렇다구요...,v Boss,3,7.485361576080322
스토리의 DIY라는 신장르를 개척하셨던 걸까,아링세트나,18,6.726914405822754
리뷰 잘 봤습니다  수고하셨습니다 혹시나 기회가 되신다면 7대 망작 외전으로  &#39;라스트 갓파더&#39;도 한 번 부탁드려봅니다  (참고로 저는 가족들 졸라서  라스트 갓파더를 극장에서 봤고 그 이후로 &#39;어벤저스:엔드게임&#39; 나왔을 때까지  가족들에게 무슨 영화 보자고 이야기를 못 꺼냈습니다...),YM Kim,3,2.180878162384033
반지의 제왕처럼 9시간짜리 영화를 두시간으로 줄이느라 빠진 내용이 많은 걸꺼에요.,Myoung Kim,5,6.503443717956543
알면서도 왜 그럼에도 불구하고 흥행은 되었는가를 봤을때 모든 분석이 와닿습니다.  그리고 한가지 더 추가해 보자면...어린이 영화로 단련된 세대들이 있어요. ㅋㅋ 심형래 영화가 개연성 없고 그냥 그 어릴 때 보던 그 화법 그대로 입니다.  변화 없이 CG만 조금씩 나아진것들...그래서 그냥 이해하고 넘어가고 라는 식인거고  더불어 하도 사회에서 떠들고 하니 궁금해서 보러 갔다가... 어떻게 800만....ㅋㅋㅋㅋ,panic,26,8.047135353088379
1편에서 최대한 긍정적으로 본다고 하다가 2부에서는 정상적인 사고로 리뷰하는 일관성 없는 리뷰. 그리고 오랜 경력의 유튜브 최고의 영화 리뷰어조차 그렇게 일관성없게 만들어버리는 디워의 위대성.,김대원,3,1.736910104751587
