comment,author,num_likes,rate
일단 이렇게 영화 리뷰를 병맛이 가득하게 담아내기 어렵다는 생각이 절로 드네요. 웬만한 실력의 영화 유튜버가 아니라면 이렇게 병맛이 가득한 리뷰는 쉽게 도전도 못할 것 같다는 생각이 들고요. 기존의 리뷰엉이 님의 리뷰들과는 확실히 차별성이 있었으므로 더 재미 있게 볼 수 있었던 것 같고 앞으로도 좋은 영상 부탁드립니다.,해밀,321,7.622808456420898
리뷰엉이님은 설리의 배드신을 보고 허리가 나았다고한다,노유상,120,3.241354465484619
암을 죽이는데는 역시 암밖에 없죠,마법의소라고동,1372,3.1011297702789307
ㅋㅋㅋㅋㅋ 오늘 보러갑니다~ ㅋ 치유하러.. ㅋㅋ,햄릿 TUBE,107,8.418848991394043
김수현 쓰고 최초로 망한 작품,트로공이,1735,2.7575759887695312
이거말고 트포봅니다.         리얼 청불,윤다원,20,8.156488418579102
앜ㅋㅋㅋㅋㅋ 정말 너무너무 보고싶어지는 리뷰네욬ㅋㅋ,Andy Yoo,61,4.394362449645996
구독 끊게 만든 영상이네요. 수고하세요~,나비봄이순이,193,8.384332656860352
판사님 저는 돈을 받지 않았습니다!!!!!,리뷰엉이: Owl's Review,1686,7.160424709320068
나만 당할 수 없지??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,J.O. PARK,1209,3.2783701419830322
갓 클레멘타인...,清姫,5,1.409860372543335
당당하게 말하세요. 쓰레기라고 왜 말을 모태!,si be,82,2.446471691131592
아 까시는거구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 암이 암이 걸려서 암이 치료됬다니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ친구들에게 절대 추천해야곘습니다,지나가는그림쟁이,56,5.207190990447998
강한긍정은 강한부정으로 이동하지,A- Z,425,8.15627384185791
암세포가 암에 걸려서 암이 나았어요!,F_No,1885,1.9026727676391602
설명란에 최진실 아니고 최진리에요...!,호하,48,6.3464579582214355
"쓰레기 영화는 그냥 비꼬지마시고 대놓고 혹평해주시는게 영화산업발전에 더 더움이 될거같아요~ 영화사는 오히려 이런걸 빌미로 노이즈마케팅 효과로 더 보게 되는 효과로, 각성 자체를 안하는듯 합니다.",Hyo joon Chang,1100,1.2483588457107544
우리몸에있는 암세포가 암걸려서 암이 치료되는 영화,IlovIU,404,2.5971360206604004
얼마..받으셨죠...?,전설의꼬들빼기장인,873,4.519227504730225
